candidate_name	family	module_variant	region_mode	top_window_k	beta_region	beta_repeat	beta_hairpin	top_k	universe_genes	truth_genes	overlap	precision	recall	expected_random	fold_enrichment	hypergeom_pvalue
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.0	1.0	50	55382	283	5	0.1	0.0176678445229682	0.25549817630276983	19.569611307420498	5.903141865067836e-06
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.0	1.0	100	55382	283	17	0.17	0.06007067137809187	0.5109963526055397	33.26833922261484	3.091434347045912e-21
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.0	1.0	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.0	1.0	500	55382	283	34	0.068	0.12014134275618374	2.5549817630276985	13.307335689045937	1.2605586678409563e-27
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.0	1.0	1000	55382	283	43	0.043	0.1519434628975265	5.109963526055397	8.414932862190813	1.124234772622116e-26
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	50	55382	283	5	0.1	0.0176678445229682	0.25549817630276983	19.569611307420498	5.903141865067836e-06
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	100	55382	283	17	0.17	0.06007067137809187	0.5109963526055397	33.26833922261484	3.091434347045912e-21
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	500	55382	283	34	0.068	0.12014134275618374	2.5549817630276985	13.307335689045937	1.2605586678409563e-27
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	1000	55382	283	43	0.043	0.1519434628975265	5.109963526055397	8.414932862190813	1.124234772622116e-26
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	50	55382	283	5	0.1	0.0176678445229682	0.25549817630276983	19.569611307420498	5.903141865067836e-06
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	100	55382	283	17	0.17	0.06007067137809187	0.5109963526055397	33.26833922261484	3.091434347045912e-21
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	500	55382	283	34	0.068	0.12014134275618374	2.5549817630276985	13.307335689045937	1.2605586678409563e-27
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.0	1.0	1000	55382	283	43	0.043	0.1519434628975265	5.109963526055397	8.414932862190813	1.124234772622116e-26
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.0	50	55382	283	1	0.02	0.0035335689045936395	0.25549817630276983	3.913922261484099	0.22606460519294055
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.0	100	55382	283	3	0.03	0.01060070671378092	0.5109963526055397	5.8708833922261485	0.014832646997377635
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.0	200	55382	283	12	0.06	0.04240282685512368	1.0219927052110793	11.741766784452297	6.537468874055962e-10
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.0	500	55382	283	34	0.068	0.12014134275618374	2.5549817630276985	13.307335689045937	1.2605586678409563e-27
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.0	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.0	50	55382	283	2	0.04	0.007067137809187279	0.25549817630276983	7.827844522968198	0.027132982367874585
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.0	100	55382	283	5	0.05	0.0176678445229682	0.5109963526055397	9.784805653710249	0.00017036480270641945
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.0	200	55382	283	12	0.06	0.04240282685512368	1.0219927052110793	11.741766784452297	6.537468874055962e-10
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.0	500	55382	283	39	0.078	0.13780918727915195	2.5549817630276985	15.264296819787987	7.33769353150384e-34
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.0	1000	55382	283	58	0.058	0.2049469964664311	5.109963526055397	11.350374558303887	4.146903351688062e-43
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	50	55382	283	2	0.04	0.007067137809187279	0.25549817630276983	7.827844522968198	0.027132982367874585
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	100	55382	283	2	0.02	0.007067137809187279	0.5109963526055397	3.913922261484099	0.09303431418815125
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	200	55382	283	4	0.02	0.014134275618374558	1.0219927052110793	3.913922261484099	0.01981586278725628
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	500	55382	283	10	0.02	0.0353356890459364	2.5549817630276985	3.913922261484099	0.00028533899482558237
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	1000	55382	283	21	0.021	0.07420494699646643	5.109963526055397	4.109618374558304	6.557776019294922e-08
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	50	55382	283	3	0.06	0.01060070671378092	0.25549817630276983	11.741766784452297	0.0021667041513411616
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	100	55382	283	8	0.08	0.028268551236749116	0.5109963526055397	15.655689045936397	5.217754481474298e-08
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	200	55382	283	13	0.065	0.045936395759717315	1.0219927052110793	12.720247349823323	4.637811008882113e-11
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	500	55382	283	26	0.052	0.09187279151943463	2.5549817630276985	10.176197879858657	1.8305302279451222e-18
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.0	1000	55382	283	38	0.038	0.13427561837455831	5.109963526055397	7.436452296819788	8.892686157311808e-22
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.1	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.1	100	55382	283	16	0.16	0.05653710247349823	0.5109963526055397	31.311378091872793	1.2913794301838538e-19
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.1	200	55382	283	23	0.115	0.0812720848056537	1.0219927052110793	22.505053003533572	3.08698594246896e-24
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.1	500	55382	283	39	0.078	0.13780918727915195	2.5549817630276985	15.264296819787987	7.33769353150384e-34
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.1	1000	55382	283	60	0.06	0.21201413427561838	5.109963526055397	11.741766784452297	1.7787917029019718e-45
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.1	50	55382	283	8	0.16	0.028268551236749116	0.25549817630276983	31.311378091872793	1.876943907157511e-10
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.1	100	55382	283	18	0.18	0.0636042402826855	0.5109963526055397	35.22530035335689	6.881515553712525e-23
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.1	200	55382	283	24	0.12	0.08480565371024736	1.0219927052110793	23.483533568904594	1.0758416336875782e-25
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.1	500	55382	283	38	0.076	0.13427561837455831	2.5549817630276985	14.872904593639577	1.383771795713402e-32
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.1	1000	55382	283	59	0.059	0.20848056537102475	5.109963526055397	11.546070671378091	2.7464032457851456e-44
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	50	55382	283	8	0.16	0.028268551236749116	0.25549817630276983	31.311378091872793	1.876943907157511e-10
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	100	55382	283	18	0.18	0.0636042402826855	0.5109963526055397	35.22530035335689	6.881515553712525e-23
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	200	55382	283	25	0.125	0.08833922261484099	1.0219927052110793	24.46201413427562	3.565757392670656e-27
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	500	55382	283	35	0.07	0.12367491166077739	2.5549817630276985	13.698727915194347	7.632663415035142e-29
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	1000	55382	283	43	0.043	0.1519434628975265	5.109963526055397	8.414932862190813	1.124234772622116e-26
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	50	55382	283	8	0.16	0.028268551236749116	0.25549817630276983	31.311378091872793	1.876943907157511e-10
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	100	55382	283	16	0.16	0.05653710247349823	0.5109963526055397	31.311378091872793	1.2913794301838538e-19
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	200	55382	283	24	0.12	0.08480565371024736	1.0219927052110793	23.483533568904594	1.0758416336875782e-25
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	500	55382	283	36	0.072	0.127208480565371	2.5549817630276985	14.090120141342757	4.466003252137463e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.1	1000	55382	283	49	0.049	0.17314487632508835	5.109963526055397	9.589109540636043	5.920490424206403e-33
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.25	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.25	100	55382	283	20	0.2	0.0706713780918728	0.5109963526055397	39.139222614840996	2.77264061716462e-26
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.25	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.25	500	55382	283	40	0.08	0.1413427561837456	2.5549817630276985	15.655689045936397	3.7702681000116085e-35
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.25	1000	55382	283	57	0.057	0.20141342756183744	5.109963526055397	11.154678445229681	6.121945765508785e-42
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.25	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.25	100	55382	283	19	0.19	0.06713780918727916	0.5109963526055397	37.182261484098944	1.4285230112888467e-24
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.25	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.25	500	55382	283	40	0.08	0.1413427561837456	2.5549817630276985	15.655689045936397	3.7702681000116085e-35
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.25	1000	55382	283	60	0.06	0.21201413427561838	5.109963526055397	11.741766784452297	1.7787917029019718e-45
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	50	55382	283	5	0.1	0.0176678445229682	0.25549817630276983	19.569611307420498	5.903141865067836e-06
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	100	55382	283	18	0.18	0.0636042402826855	0.5109963526055397	35.22530035335689	6.881515553712525e-23
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	500	55382	283	37	0.074	0.13074204946996468	2.5549817630276985	14.481512367491167	2.5270492120286655e-31
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	1000	55382	283	44	0.044	0.15547703180212014	5.109963526055397	8.610628975265017	1.0807631662894951e-27
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	100	55382	283	17	0.17	0.06007067137809187	0.5109963526055397	33.26833922261484	3.091434347045912e-21
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	200	55382	283	26	0.13	0.09187279151943463	1.0219927052110793	25.440494699646646	1.1256751719621933e-28
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	500	55382	283	39	0.078	0.13780918727915195	2.5549817630276985	15.264296819787987	7.33769353150384e-34
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.25	1000	55382	283	49	0.049	0.17314487632508835	5.109963526055397	9.589109540636043	5.920490424206403e-33
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.5	50	55382	283	5	0.1	0.0176678445229682	0.25549817630276983	19.569611307420498	5.903141865067836e-06
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.5	100	55382	283	18	0.18	0.0636042402826855	0.5109963526055397	35.22530035335689	6.881515553712525e-23
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.5	200	55382	283	26	0.13	0.09187279151943463	1.0219927052110793	25.440494699646646	1.1256751719621933e-28
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.5	500	55382	283	37	0.074	0.13074204946996468	2.5549817630276985	14.481512367491167	2.5270492120286655e-31
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	3	0.5	0.1	0.5	1000	55382	283	54	0.054	0.19081272084805653	5.109963526055397	10.567590106007067	1.7155809171456123e-38
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.5	50	55382	283	5	0.1	0.0176678445229682	0.25549817630276983	19.569611307420498	5.903141865067836e-06
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.5	100	55382	283	19	0.19	0.06713780918727916	0.5109963526055397	37.182261484098944	1.4285230112888467e-24
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.5	200	55382	283	26	0.13	0.09187279151943463	1.0219927052110793	25.440494699646646	1.1256751719621933e-28
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.5	500	55382	283	37	0.074	0.13074204946996468	2.5549817630276985	14.481512367491167	2.5270492120286655e-31
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	3	0.5	0.1	0.5	1000	55382	283	55	0.055	0.19434628975265017	5.109963526055397	10.763286219081271	1.2455433101785956e-39
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.5	50	55382	283	5	0.1	0.0176678445229682	0.25549817630276983	19.569611307420498	5.903141865067836e-06
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.5	100	55382	283	19	0.19	0.06713780918727916	0.5109963526055397	37.182261484098944	1.4285230112888467e-24
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.5	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.5	500	55382	283	34	0.068	0.12014134275618374	2.5549817630276985	13.307335689045937	1.2605586678409563e-27
rbp_trace_v2_score_all_context__k_3__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	3	0.5	0.1	0.5	1000	55382	283	44	0.044	0.15547703180212014	5.109963526055397	8.610628975265017	1.0807631662894951e-27
