candidate_name	family	module_variant	region_mode	top_window_k	beta_region	beta_repeat	beta_hairpin	top_k	universe_genes	truth_genes	overlap	precision	recall	expected_random	fold_enrichment	hypergeom_pvalue
rbp_trace_v2_score_all_context__k_10__beta_region_0.0__beta_repeat_1.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.0	1.0	1.0	50	55382	283	2	0.04	0.007067137809187279	0.25549817630276983	7.827844522968198	0.027132982367874585
rbp_trace_v2_score_all_context__k_10__beta_region_0.0__beta_repeat_1.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.0	1.0	1.0	100	55382	283	4	0.04	0.014134275618374558	0.5109963526055397	7.827844522968198	0.0017815003051390179
rbp_trace_v2_score_all_context__k_10__beta_region_0.0__beta_repeat_1.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.0	1.0	1.0	200	55382	283	9	0.045	0.03180212014134275	1.0219927052110793	8.806325088339223	1.0502453045555091e-06
rbp_trace_v2_score_all_context__k_10__beta_region_0.0__beta_repeat_1.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.0	1.0	1.0	500	55382	283	20	0.04	0.0706713780918728	2.5549817630276985	7.827844522968198	2.2423328675702543e-12
rbp_trace_v2_score_all_context__k_10__beta_region_0.0__beta_repeat_1.0__beta_hairpin_1.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.0	1.0	1.0	1000	55382	283	29	0.029	0.10247349823321555	5.109963526055397	5.6751872791519435	7.797131919939728e-14
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.0	50	55382	283	4	0.08	0.014134275618374558	0.25549817630276983	15.655689045936397	0.00012775212668203554
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.0	100	55382	283	9	0.09	0.03180212014134275	0.5109963526055397	17.612650176678446	2.6505690114300292e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.0	200	55382	283	16	0.08	0.05653710247349823	1.0219927052110793	15.655689045936397	1.029793422698481e-14
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.0	500	55382	283	33	0.066	0.1166077738515901	2.5549817630276985	12.915943462897527	2.0101989551652878e-26
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.0	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.0	50	55382	283	4	0.08	0.014134275618374558	0.25549817630276983	15.655689045936397	0.00012775212668203554
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.0	100	55382	283	9	0.09	0.03180212014134275	0.5109963526055397	17.612650176678446	2.6505690114300292e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.0	200	55382	283	16	0.08	0.05653710247349823	1.0219927052110793	15.655689045936397	1.029793422698481e-14
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.0	500	55382	283	33	0.066	0.1166077738515901	2.5549817630276985	12.915943462897527	2.0101989551652878e-26
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.0	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	50	55382	283	4	0.08	0.014134275618374558	0.25549817630276983	15.655689045936397	0.00012775212668203554
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	100	55382	283	9	0.09	0.03180212014134275	0.5109963526055397	17.612650176678446	2.6505690114300292e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	200	55382	283	16	0.08	0.05653710247349823	1.0219927052110793	15.655689045936397	1.029793422698481e-14
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	500	55382	283	33	0.066	0.1166077738515901	2.5549817630276985	12.915943462897527	2.0101989551652878e-26
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	50	55382	283	4	0.08	0.014134275618374558	0.25549817630276983	15.655689045936397	0.00012775212668203554
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	100	55382	283	9	0.09	0.03180212014134275	0.5109963526055397	17.612650176678446	2.6505690114300292e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	200	55382	283	16	0.08	0.05653710247349823	1.0219927052110793	15.655689045936397	1.029793422698481e-14
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	500	55382	283	33	0.066	0.1166077738515901	2.5549817630276985	12.915943462897527	2.0101989551652878e-26
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.0__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.0	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.1	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.1	100	55382	283	15	0.15	0.053003533568904596	0.5109963526055397	29.354416961130745	4.999690128833134e-18
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.1	200	55382	283	28	0.14	0.0989399293286219	1.0219927052110793	27.397455830388694	9.748292736760064e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.1	500	55382	283	47	0.094	0.16607773851590105	2.5549817630276985	18.395434628975266	1.5460465151111696e-44
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.1	1000	55382	283	65	0.065	0.22968197879858657	5.109963526055397	12.720247349823321	1.4637366106303008e-51
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.1	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.1	100	55382	283	15	0.15	0.053003533568904596	0.5109963526055397	29.354416961130745	4.999690128833134e-18
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.1	200	55382	283	28	0.14	0.0989399293286219	1.0219927052110793	27.397455830388694	9.748292736760064e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.1	500	55382	283	47	0.094	0.16607773851590105	2.5549817630276985	18.395434628975266	1.5460465151111696e-44
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.1	1000	55382	283	65	0.065	0.22968197879858657	5.109963526055397	12.720247349823321	1.4637366106303008e-51
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	100	55382	283	15	0.15	0.053003533568904596	0.5109963526055397	29.354416961130745	4.999690128833134e-18
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	200	55382	283	28	0.14	0.0989399293286219	1.0219927052110793	27.397455830388694	9.748292736760064e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	500	55382	283	47	0.094	0.16607773851590105	2.5549817630276985	18.395434628975266	1.5460465151111696e-44
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	1000	55382	283	65	0.065	0.22968197879858657	5.109963526055397	12.720247349823321	1.4637366106303008e-51
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	100	55382	283	15	0.15	0.053003533568904596	0.5109963526055397	29.354416961130745	4.999690128833134e-18
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	200	55382	283	28	0.14	0.0989399293286219	1.0219927052110793	27.397455830388694	9.748292736760064e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	500	55382	283	47	0.094	0.16607773851590105	2.5549817630276985	18.395434628975266	1.5460465151111696e-44
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.1__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.1	1000	55382	283	65	0.065	0.22968197879858657	5.109963526055397	12.720247349823321	1.4637366106303008e-51
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.25	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.25	100	55382	283	13	0.13	0.045936395759717315	0.5109963526055397	25.440494699646646	5.8751604395684005e-15
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.25	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.25	500	55382	283	46	0.092	0.1625441696113074	2.5549817630276985	18.004042402826855	3.694774392433712e-43
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.25	1000	55382	283	57	0.057	0.20141342756183744	5.109963526055397	11.154678445229681	6.121945765508785e-42
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.25	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.25	100	55382	283	13	0.13	0.045936395759717315	0.5109963526055397	25.440494699646646	5.8751604395684005e-15
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.25	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.25	500	55382	283	46	0.092	0.1625441696113074	2.5549817630276985	18.004042402826855	3.694774392433712e-43
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.25	1000	55382	283	57	0.057	0.20141342756183744	5.109963526055397	11.154678445229681	6.121945765508785e-42
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	100	55382	283	13	0.13	0.045936395759717315	0.5109963526055397	25.440494699646646	5.8751604395684005e-15
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	500	55382	283	46	0.092	0.1625441696113074	2.5549817630276985	18.004042402826855	3.694774392433712e-43
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	1000	55382	283	57	0.057	0.20141342756183744	5.109963526055397	11.154678445229681	6.121945765508785e-42
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	50	55382	283	7	0.14	0.024734982332155476	0.25549817630276983	27.397455830388694	6.9916913351453846e-09
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	100	55382	283	13	0.13	0.045936395759717315	0.5109963526055397	25.440494699646646	5.8751604395684005e-15
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	200	55382	283	27	0.135	0.09540636042402827	1.0219927052110793	26.41897526501767	3.3896012425264665e-30
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	500	55382	283	46	0.092	0.1625441696113074	2.5549817630276985	18.004042402826855	3.694774392433712e-43
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.25__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.25	1000	55382	283	57	0.057	0.20141342756183744	5.109963526055397	11.154678445229681	6.121945765508785e-42
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.5	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.5	100	55382	283	12	0.12	0.04240282685512368	0.5109963526055397	23.483533568904594	1.7670003999813045e-13
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.5	200	55382	283	26	0.13	0.09187279151943463	1.0219927052110793	25.440494699646646	1.1256751719621933e-28
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.5	500	55382	283	38	0.076	0.13427561837455831	2.5549817630276985	14.872904593639577	1.383771795713402e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	0.5	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.5	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.5	100	55382	283	12	0.12	0.04240282685512368	0.5109963526055397	23.483533568904594	1.7670003999813045e-13
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.5	200	55382	283	26	0.13	0.09187279151943463	1.0219927052110793	25.440494699646646	1.1256751719621933e-28
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.5	500	55382	283	38	0.076	0.13427561837455831	2.5549817630276985	14.872904593639577	1.383771795713402e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_inverted_repeat	all_context	inverted_repeat	inferred	10	0.1	0.0	0.5	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	100	55382	283	12	0.12	0.04240282685512368	0.5109963526055397	23.483533568904594	1.7670003999813045e-13
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	200	55382	283	26	0.13	0.09187279151943463	1.0219927052110793	25.440494699646646	1.1256751719621933e-28
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	500	55382	283	38	0.076	0.13427561837455831	2.5549817630276985	14.872904593639577	1.383771795713402e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_minus_simple_repeat_penalty	all_context	minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	50	55382	283	6	0.12	0.02120141342756184	0.25549817630276983	23.483533568904594	2.2213822812605664e-07
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	100	55382	283	12	0.12	0.04240282685512368	0.5109963526055397	23.483533568904594	1.7670003999813045e-13
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	200	55382	283	26	0.13	0.09187279151943463	1.0219927052110793	25.440494699646646	1.1256751719621933e-28
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	500	55382	283	38	0.076	0.13427561837455831	2.5549817630276985	14.872904593639577	1.383771795713402e-32
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_0.5__repeat_self_complementarity_minus_simple_repeat_penalty	all_context	self_complementarity_minus_simple_repeat_penalty	inferred	10	0.1	0.0	0.5	1000	55382	283	52	0.052	0.18374558303886926	5.109963526055397	10.176197879858657	3.030298368213331e-36
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	1.0	50	55382	283	4	0.08	0.014134275618374558	0.25549817630276983	15.655689045936397	0.00012775212668203554
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	1.0	100	55382	283	10	0.1	0.0353356890459364	0.5109963526055397	19.569611307420498	1.195583951483208e-10
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	1.0	200	55382	283	16	0.08	0.05653710247349823	1.0219927052110793	15.655689045936397	1.029793422698481e-14
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	1.0	500	55382	283	32	0.064	0.11307420494699646	2.5549817630276985	12.524551236749117	3.092733955300095e-25
rbp_trace_v2_score_all_context__k_10__beta_region_0.1__beta_repeat_0.0__beta_hairpin_1.0__repeat_self_complementarity	all_context	self_complementarity	inferred	10	0.1	0.0	1.0	1000	55382	283	40	0.04	0.1413427561837456	5.109963526055397	7.827844522968198	1.0670861568214667e-23
