label	seed	top_k	universe_genes	truth_genes	overlap	precision	recall	expected_random	fold_enrichment	hypergeom_pvalue	score_family	selected_candidate
rbp_trace_v2_score_region	1778277625	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1778277625	100	55382	85	1	0.01	0.011764705882352941	0.1534794698638547	6.515529411764706	0.14250070729653172	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1778277625	200	55382	85	6	0.03	0.07058823529411765	0.3069589397277094	19.546588235294116	7.096701621300616e-07	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1778277625	500	55382	85	11	0.022	0.12941176470588237	0.7673973493192734	14.334164705882353	3.4057139975216167e-10	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1778277625	1000	55382	85	18	0.018	0.21176470588235294	1.5347946986385468	11.72795294117647	1.3888759226249115e-14	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_repeat	1778277625	50	55382	85	1	0.02	0.011764705882352941	0.07673973493192734	13.031058823529412	0.07395523750463028	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1778277625	100	55382	85	1	0.01	0.011764705882352941	0.1534794698638547	6.515529411764706	0.14250070729653172	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1778277625	200	55382	85	2	0.01	0.023529411764705882	0.3069589397277094	6.515529411764706	0.03809108791724583	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1778277625	500	55382	85	9	0.018	0.10588235294117647	0.7673973493192734	11.72795294117647	8.319009241327734e-08	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1778277625	1000	55382	85	14	0.014	0.16470588235294117	1.5347946986385468	9.121741176470588	4.148628118290772e-10	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
