seed	label	split_name	top_k	universe_genes	truth_genes	overlap	precision	recall	expected_random	fold_enrichment	hypergeom_pvalue	score_variant
1289457136	B_branch_score	heldout	1000	55382	85	9	0.009	0.10588235294117647	1.5347946986385468	5.863976470588235	2.377776121539834e-05	B_branch_score
1289457136	final_score_max	heldout	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	final_score_max
1289457136	final_score_max	heldout	100	55382	85	2	0.02	0.023529411764705882	0.1534794698638547	13.031058823529412	0.010453459425604047	final_score_max
1289457136	final_score_max	heldout	200	55382	85	5	0.025	0.058823529411764705	0.3069589397277094	16.288823529411765	1.5155851473831538e-05	final_score_max
1289457136	final_score_max	heldout	500	55382	85	9	0.018	0.10588235294117647	0.7673973493192734	11.72795294117647	8.319009241327734e-08	final_score_max
1289457136	final_score_max	heldout	1000	55382	85	15	0.015	0.17647058823529413	1.5347946986385468	9.773294117647058	3.539891612987571e-11	final_score_max
1289457136	final_score_0.7A_0.3B	heldout	50	55382	85	3	0.06	0.03529411764705882	0.07673973493192734	39.09317647058823	6.490838192097662e-05	final_score_0.7A_0.3B
1289457136	final_score_0.7A_0.3B	heldout	100	55382	85	4	0.04	0.047058823529411764	0.1534794698638547	26.062117647058823	1.810712769027053e-05	final_score_0.7A_0.3B
1289457136	final_score_0.7A_0.3B	heldout	200	55382	85	5	0.025	0.058823529411764705	0.3069589397277094	16.288823529411765	1.5155851473831538e-05	final_score_0.7A_0.3B
1289457136	final_score_0.7A_0.3B	heldout	500	55382	85	9	0.018	0.10588235294117647	0.7673973493192734	11.72795294117647	8.319009241327734e-08	final_score_0.7A_0.3B
1289457136	final_score_0.7A_0.3B	heldout	1000	55382	85	15	0.015	0.17647058823529413	1.5347946986385468	9.773294117647058	3.539891612987571e-11	final_score_0.7A_0.3B
1289457136	final_score_0.5A_0.5B	heldout	50	55382	85	3	0.06	0.03529411764705882	0.07673973493192734	39.09317647058823	6.490838192097662e-05	final_score_0.5A_0.5B
1289457136	final_score_0.5A_0.5B	heldout	100	55382	85	5	0.05	0.058823529411764705	0.1534794698638547	32.57764705882353	5.074337816477653e-07	final_score_0.5A_0.5B
