seed	label	split_name	top_k	universe_genes	truth_genes	overlap	precision	recall	expected_random	fold_enrichment	hypergeom_pvalue	model_name
1989451307	logistic_l2	heldout	100	55382	85	1	0.01	0.011764705882352941	0.1534794698638547	6.515529411764706	0.14250070729653172	logistic_l2
1989451307	logistic_l2	heldout	200	55382	85	2	0.01	0.023529411764705882	0.3069589397277094	6.515529411764706	0.03809108791724583	logistic_l2
1989451307	logistic_l2	heldout	500	55382	85	6	0.012	0.07058823529411765	0.7673973493192734	7.818635294117647	0.00012580221791490557	logistic_l2
1989451307	logistic_l2	heldout	1000	55382	85	12	0.012	0.1411764705882353	1.5347946986385468	7.818635294117647	4.4219732872074625e-08	logistic_l2
1989451307	logistic_elasticnet	calibration	50	55382	198	2	0.04	0.010101010101010102	0.1787584413708425	11.188282828282828	0.01391951330001258	logistic_elasticnet
1989451307	logistic_elasticnet	calibration	100	55382	198	2	0.02	0.010101010101010102	0.357516882741685	5.594141414141414	0.05010366622281267	logistic_elasticnet
1989451307	logistic_elasticnet	calibration	200	55382	198	6	0.03	0.030303030303030304	0.71503376548337	8.39121212121212	8.975945120187941e-05	logistic_elasticnet
1989451307	logistic_elasticnet	calibration	500	55382	198	16	0.032	0.08080808080808081	1.7875844137084251	8.950626262626262	4.882974508817255e-11	logistic_elasticnet
1989451307	logistic_elasticnet	calibration	1000	55382	198	24	0.024	0.12121212121212122	3.5751688274168503	6.712969696969697	2.8076545168817306e-13	logistic_elasticnet
1989451307	logistic_elasticnet	heldout	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	logistic_elasticnet
1989451307	logistic_elasticnet	heldout	100	55382	85	1	0.01	0.011764705882352941	0.1534794698638547	6.515529411764706	0.14250070729653172	logistic_elasticnet
1989451307	logistic_elasticnet	heldout	200	55382	85	2	0.01	0.023529411764705882	0.3069589397277094	6.515529411764706	0.03809108791724583	logistic_elasticnet
1989451307	logistic_elasticnet	heldout	500	55382	85	5	0.01	0.058823529411764705	0.7673973493192734	6.515529411764706	0.0010657068517250707	logistic_elasticnet
1989451307	logistic_elasticnet	heldout	1000	55382	85	13	0.013	0.15294117647058825	1.5347946986385468	8.470188235294119	4.474962031553135e-09	logistic_elasticnet
1289457136	logistic_l2	calibration	50	55382	198	4	0.08	0.020202020202020204	0.1787584413708425	22.376565656565656	3.208870127374723e-05	logistic_l2
1289457136	logistic_l2	calibration	100	55382	198	8	0.08	0.04040404040404041	0.357516882741685	22.376565656565656	3.252238363120009e-09	logistic_l2
1289457136	logistic_l2	calibration	200	55382	198	11	0.055	0.05555555555555555	0.71503376548337	15.383888888888889	1.9865406411345842e-10	logistic_l2
1289457136	logistic_l2	calibration	500	55382	198	26	0.052	0.13131313131313133	1.7875844137084251	14.544767676767677	2.014935397698134e-22	logistic_l2
1289457136	logistic_l2	calibration	1000	55382	198	35	0.035	0.17676767676767677	3.5751688274168503	9.789747474747475	3.1297905079413042e-24	logistic_l2
1289457136	logistic_l2	heldout	50	55382	85	2	0.04	0.023529411764705882	0.07673973493192734	26.062117647058823	0.002718446297612528	logistic_l2
1289457136	logistic_l2	heldout	100	55382	85	3	0.03	0.03529411764705882	0.1534794698638547	19.546588235294116	0.0005066767547709261	logistic_l2
1289457136	logistic_l2	heldout	200	55382	85	3	0.015	0.03529411764705882	0.3069589397277094	9.773294117647058	0.0036863461672057792	logistic_l2
1289457136	logistic_l2	heldout	500	55382	85	5	0.01	0.058823529411764705	0.7673973493192734	6.515529411764706	0.0010657068517250707	logistic_l2
1289457136	logistic_l2	heldout	1000	55382	85	9	0.009	0.10588235294117647	1.5347946986385468	5.863976470588235	2.377776121539834e-05	logistic_l2
1289457136	logistic_elasticnet	calibration	50	55382	198	5	0.1	0.025252525252525252	0.1787584413708425	27.97070707070707	1.032247765702465e-06	logistic_elasticnet
1289457136	logistic_elasticnet	calibration	100	55382	198	9	0.09	0.045454545454545456	0.357516882741685	25.173636363636362	1.1418002985018753e-10	logistic_elasticnet
1289457136	logistic_elasticnet	calibration	200	55382	198	11	0.055	0.05555555555555555	0.71503376548337	15.383888888888889	1.9865406411345842e-10	logistic_elasticnet
1289457136	logistic_elasticnet	calibration	500	55382	198	27	0.054	0.13636363636363635	1.7875844137084251	15.104181818181818	1.1092721286605223e-23	logistic_elasticnet
1289457136	logistic_elasticnet	calibration	1000	55382	198	35	0.035	0.17676767676767677	3.5751688274168503	9.789747474747475	3.1297905079413042e-24	logistic_elasticnet
1289457136	logistic_elasticnet	heldout	50	55382	85	2	0.04	0.023529411764705882	0.07673973493192734	26.062117647058823	0.002718446297612528	logistic_elasticnet
1289457136	logistic_elasticnet	heldout	100	55382	85	3	0.03	0.03529411764705882	0.1534794698638547	19.546588235294116	0.0005066767547709261	logistic_elasticnet
1289457136	logistic_elasticnet	heldout	200	55382	85	3	0.015	0.03529411764705882	0.3069589397277094	9.773294117647058	0.0036863461672057792	logistic_elasticnet
