embedding_row	binding_protein_id	motif_cache_index_row	motif_cache_protein_id	motif_cache_embedding_row	protein_id_match	embedding_row_match	train_usage_count	val_usage_count	test_usage_count	used_any_split	issue
236	MBNL1|MOUSE|Q9JKP5	236	MBNL1|MOUSE|Q9JKP5	236	True	True	1809	5088	0	True	
237	MBNL2|MOUSE|Q8C181	237	MBNL2|MOUSE|Q8C181	237	True	True	0	2955	1757	True	
238	MSI2|MOUSE|Q920Q6	238	MSI2|MOUSE|Q920Q6	238	True	True	6796	0	1567	True	
239	NOVA1|MOUSE|Q9JKN6	239	NOVA1|MOUSE|Q9JKN6	239	True	True	9696	0	0	True	
240	NOVA2|MOUSE|A0A1W2P872	240	NOVA2|MOUSE|A0A1W2P872	240	True	True	9596	0	0	True	
241	PABPC1|MOUSE|P29341	241	PABPC1|MOUSE|P29341	241	True	True	9243	0	0	True	
242	POU5F1|MOUSE|P20263	242	POU5F1|MOUSE|P20263	242	True	True	3937	0	0	True	
243	PTBP1|MOUSE|P17225	243	PTBP1|MOUSE|P17225	243	True	True	1957	0	0	True	
244	PTBP2|MOUSE|Q91Z31	244	PTBP2|MOUSE|Q91Z31	244	True	True	7146	1650	0	True	
245	RBFOX1|MOUSE|Q9JJ43	245	RBFOX1|MOUSE|Q9JJ43	245	True	True	5526	3313	1905	True	
246	RBFOX2|MOUSE|Q8BP71	246	RBFOX2|MOUSE|Q8BP71	246	True	True	11450	0	3012	True	
247	RBFOX3|MOUSE|Q8BIF2	247	RBFOX3|MOUSE|Q8BIF2	247	True	True	8096	5284	4241	True	
248	RBM10|MOUSE|Q99KG3	248	RBM10|MOUSE|Q99KG3	248	True	True	18476	0	0	True	
249	RBM3|MOUSE|O89086	249	RBM3|MOUSE|O89086	249	True	True	3620	0	0	True	
250	SRRM4|MOUSE|Q8BKA3	250	SRRM4|MOUSE|Q8BKA3	250	True	True	9402	0	0	True	
251	SRSF1|MOUSE|Q6PDM2	251	SRSF1|MOUSE|Q6PDM2	251	True	True	1977	0	0	True	
252	SRSF2|MOUSE|Q62093	252	SRSF2|MOUSE|Q62093	252	True	True	3939	0	0	True	
253	SRSF3|MOUSE|P84104	253	SRSF3|MOUSE|P84104	253	True	True	32960	2905	5403	True	
254	SRSF4|MOUSE|Q8VE97	254	SRSF4|MOUSE|Q8VE97	254	True	True	1537	1911	1260	True	
255	SRSF7|MOUSE|Q8BL97	255	SRSF7|MOUSE|Q8BL97	255	True	True	27187	0	1097	True	
256	TAF15|MOUSE|F6QCI0	256	TAF15|MOUSE|F6QCI0	256	True	True	0	1471	1965	True	
257	TARDBP|MOUSE|Q921F2	257	TARDBP|MOUSE|Q921F2	257	True	True	18236	1551	0	True	
258	TTP|MOUSE|P22893	258	TTP|MOUSE|P22893	258	True	True	3935	1489	8494	True	
259	U2AF2|MOUSE|P26369	259	U2AF2|MOUSE|P26369	259	True	True	11468	0	1969	True	
260	UPF1|MOUSE|Q9EPU0	260	UPF1|MOUSE|Q9EPU0	260	True	True	1201	1570	0	True	
261	YTHDC2|MOUSE|B2RR83	261	YTHDC2|MOUSE|B2RR83	261	True	True	7310	0	0	True	
262	YY1|MOUSE|Q00899	262	YY1|MOUSE|Q00899	262	True	True	3940	0	0	True	
263	ZFP36|MOUSE|P22893	263	ZFP36|MOUSE|P22893	263	True	True	1966	1432	2958	True	
